to_address, from_address, block_number, datetime, amount_ether
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7378930, '2019-03-16 01:23:02', 0.7450872286250458)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7385430, '2019-03-17 01:29:36', 0.715451125347089)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7392621, '2019-03-18 04:30:33', 0.5012101149893923)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7399050, '2019-03-19 04:38:42', 0.8727877093436809)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7405556, '2019-03-20 04:43:24', 0.8916620917485767)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7411991, '2019-03-21 04:49:46', 0.8873711449914771)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7418363, '2019-03-22 04:53:00', 0.893287345139953)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7424804, '2019-03-23 04:55:25', 0.8578954514966973)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7431254, '2019-03-24 04:57:03', 0.8780011151451304)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7437711, '2019-03-25 04:58:00', 0.8617869892352988)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7444137, '2019-03-26 05:03:44', 0.9693554821407843)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7450494, '2019-03-27 05:07:19', 0.9311443518156362)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7456935, '2019-03-28 05:11:07', 0.9088099931773208)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7463344, '2019-03-29 05:14:16', 0.8885832635336852)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7469655, '2019-03-30 05:17:16', 0.9269207684046435)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7476051, '2019-03-31 05:19:51', 0.9693046003474011)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7482567, '2019-04-01 05:25:19', 0.9239254059139292)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7488927, '2019-04-02 05:29:26', 0.8923927497569059)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7495303, '2019-04-03 05:29:28', 0.8929371238398746)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7501717, '2019-04-04 05:36:28', 0.8750586507021435)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7508130, '2019-04-05 05:42:38', 0.7627849888261491)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7514671, '2019-04-06 05:48:59', 0.8832413442551176)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7521153, '2019-04-07 05:54:13', 0.8609490225006168)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7527552, '2019-04-08 05:54:24', 0.9089001695938287)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7534056, '2019-04-09 05:57:17', 0.8869197305367176)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7540491, '2019-04-10 05:58:01', 0.8737619135842188)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7546897, '2019-04-11 06:03:16', 0.8273262770652535)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7553284, '2019-04-12 06:04:17', 0.8576184919711297)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7559788, '2019-04-13 06:09:35', 0.9055497505868523)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7566284, '2019-04-14 06:13:44', 0.8795812621302534)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7572762, '2019-04-15 06:21:06', 0.8466150549531029)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7579154, '2019-04-16 06:20:53', 0.826497427396011)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7585538, '2019-04-17 06:26:26', 0.7142445964780672)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7591973, '2019-04-18 06:34:56', 0.8875500707583261)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7598475, '2019-04-19 06:36:41', 0.8823202341906686)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7604856, '2019-04-20 06:40:42', 0.8229341144330341)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7611323, '2019-04-21 06:45:43', 0.8516093735837222)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7617787, '2019-04-22 06:49:29', 0.827698167423568)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7624180, '2019-04-23 06:49:46', 0.8270685409856408)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7630458, '2019-04-24 06:53:50', 0.8545906429506445)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7636954, '2019-04-25 06:57:13', 0.9085841910065328)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7643408, '2019-04-26 07:03:55', 0.8662811043930794)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7649944, '2019-04-27 07:11:03', 0.8568554853865304)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7656374, '2019-04-28 07:18:02', 0.8573034686929258)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7662840, '2019-04-29 07:21:16', 0.8667595461912165)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7669312, '2019-04-30 07:24:32', 0.8498411311227319)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7675746, '2019-05-01 07:30:37', 0.8310244064484321)
('0xe379e89830258e8b95c5e112fe0505bc8a8bb119', '0xdd619667be721974a21b22bf5e7d54e51adf9c01', 7679775, '2019-05-01 22:32:33', 20.0)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7682218, '2019-05-02 07:32:03', 0.8668994023788054)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7688602, '2019-05-03 07:32:48', 0.7967398234667926)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7695099, '2019-05-04 07:36:58', 0.8511530568745239)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7701512, '2019-05-05 07:40:59', 0.7740113415072983)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7707869, '2019-05-06 07:44:40', 0.799564897935535)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7714326, '2019-05-07 07:51:21', 0.8732146647438717)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7720690, '2019-05-08 07:56:32', 0.8273964138722051)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7727063, '2019-05-09 07:58:03', 0.7919713502083884)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7733455, '2019-05-10 08:03:00', 0.8205253524756879)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7739917, '2019-05-11 08:04:39', 0.8256645253342112)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7746372, '2019-05-12 08:09:48', 0.8259655989250151)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7752750, '2019-05-13 08:14:00', 0.8147239439691625)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7759218, '2019-05-14 08:16:45', 0.8079698070816541)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7765678, '2019-05-15 08:24:35', 0.8090158995845901)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7772085, '2019-05-16 08:25:12', 0.7998707766733795)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7782009, '2019-05-17 21:26:27', 0.5037257435054564)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7788392, '2019-05-18 21:29:35', 0.7620637388485872)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7794798, '2019-05-19 21:34:51', 0.7509165226783313)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7801173, '2019-05-20 21:37:17', 0.75847742063051)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7807579, '2019-05-21 21:42:58', 0.7411986962856929)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7815239, '2019-05-23 02:46:14', 0.5020331123715942)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7821645, '2019-05-24 02:51:43', 0.799400225425363)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7828115, '2019-05-25 02:57:11', 0.7282982283493947)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7834577, '2019-05-26 03:03:18', 0.8370578378409718)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7841075, '2019-05-27 03:07:59', 0.8186610624356064)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7847413, '2019-05-28 03:12:54', 0.7880773314569348)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7853947, '2019-05-29 03:23:18', 0.7951772847899536)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7860350, '2019-05-30 03:19:54', 0.7470077065111135)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7866745, '2019-05-31 03:27:49', 0.7766391196708388)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7873211, '2019-06-01 03:36:21', 0.7667024271717112)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7879609, '2019-06-02 03:37:47', 0.7615368086055121)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7885974, '2019-06-03 03:44:06', 0.8077787363021671)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7892390, '2019-06-04 03:46:49', 0.8184993416474993)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7898775, '2019-06-05 03:48:40', 0.7409121072348398)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7943502, '2019-06-12 03:52:23', 0.25689004005114013)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7962554, '2019-06-15 03:23:45', 0.5018110565972946)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7968972, '2019-06-16 03:26:55', 0.7544658405348247)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7975397, '2019-06-17 03:30:12', 0.7687861200078154)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 7981814, '2019-06-18 03:38:43', 0.8016523581676958)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8012660, '2019-06-22 23:12:30', 0.500307193363261)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8046287, '2019-06-28 05:24:03', 0.5000681461406876)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8078488, '2019-07-03 05:40:14', 0.5003044178170417)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8111517, '2019-07-08 08:56:17', 0.500258768257927)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8137133, '2019-07-12 08:39:52', 0.5025413137893241)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8143553, '2019-07-13 08:43:51', 0.7394005905484913)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8150086, '2019-07-14 08:52:12', 0.7279494397638074)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8156511, '2019-07-15 08:55:47', 0.7308226133162231)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8162822, '2019-07-16 08:57:50', 0.6412084882086265)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8169202, '2019-07-17 09:02:26', 0.7663505011820528)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8175655, '2019-07-18 09:04:48', 0.7032897834599476)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8182030, '2019-07-19 09:05:56', 0.7175853956970987)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8188588, '2019-07-20 09:12:53', 0.7727561205159562)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8195019, '2019-07-21 09:14:56', 0.7362447146558533)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8201486, '2019-07-22 09:16:57', 0.7430783984411585)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8207966, '2019-07-23 09:22:56', 0.7410248556992901)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8214424, '2019-07-24 09:26:56', 0.7533872598896867)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8220841, '2019-07-25 09:30:31', 0.7189026344825721)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8227277, '2019-07-26 09:30:53', 0.7509756905202837)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8233737, '2019-07-27 09:32:17', 0.7536122225897849)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8240188, '2019-07-28 09:35:17', 0.6860580566818617)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8246604, '2019-07-29 09:36:23', 0.7273473170892405)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8253065, '2019-07-30 09:38:48', 0.7206384845218875)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8259546, '2019-07-31 09:43:26', 0.7454770785399235)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8265985, '2019-08-01 09:47:07', 0.6888157549120761)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8272423, '2019-08-02 09:51:23', 0.7186944931651154)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8278884, '2019-08-03 09:52:07', 0.7143952170230359)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8285375, '2019-08-04 09:54:15', 0.6892200461286372)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8291851, '2019-08-05 09:54:38', 0.6575084772184935)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8298284, '2019-08-06 09:59:13', 0.6382363516712811)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8304752, '2019-08-07 10:03:07', 0.6805857952324447)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8311214, '2019-08-08 10:02:27', 0.6287363329373412)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8317650, '2019-08-09 10:08:04', 0.6407878420043729)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8324124, '2019-08-10 10:10:39', 0.6272634490537692)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8330538, '2019-08-11 10:13:26', 0.6662419013785078)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8337005, '2019-08-12 10:13:54', 0.7251425029587814)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8343459, '2019-08-13 10:16:47', 0.7457035594987906)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8349961, '2019-08-14 10:19:19', 0.7219641994650906)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8356378, '2019-08-15 10:26:11', 0.7050804693784394)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8362851, '2019-08-16 10:30:11', 0.7156737383935826)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8369346, '2019-08-17 10:29:15', 0.6640823895541389)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8375713, '2019-08-18 10:29:55', 0.692765038998082)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8382185, '2019-08-19 10:32:48', 0.6363408922676806)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8388584, '2019-08-20 10:35:05', 0.7303950087261656)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8395023, '2019-08-21 10:37:06', 0.7423446729333486)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8401489, '2019-08-22 10:40:52', 0.7425129426061253)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8407925, '2019-08-23 10:43:12', 0.725408648494304)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8414381, '2019-08-24 10:46:51', 0.7107915811951652)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8420812, '2019-08-25 10:50:12', 0.7549795283743227)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8427327, '2019-08-26 10:56:14', 0.6818847585276108)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8433650, '2019-08-27 10:58:50', 0.6837850439554612)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8440104, '2019-08-28 11:01:07', 0.7095378376090835)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8446648, '2019-08-29 11:03:30', 0.7294567479739229)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8453058, '2019-08-30 11:06:37', 0.6757517233695002)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8459472, '2019-08-31 11:05:51', 0.6541552114225687)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8465844, '2019-09-01 11:09:53', 0.7196351280460171)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xee3a3d47771eb60fc5f1522f87b9af86d34a5efe', 8469720, '2019-09-02 01:28:00', 4.99990604)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8472270, '2019-09-02 11:13:30', 0.7486689288767415)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8478747, '2019-09-03 11:14:39', 0.6070045406298591)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8485159, '2019-09-04 11:19:10', 0.5471914973287451)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8491638, '2019-09-05 11:23:43', 0.5760747833966547)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8498011, '2019-09-06 11:28:20', 0.6795282030864505)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8504492, '2019-09-07 11:29:33', 0.6958328242621162)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8510860, '2019-09-08 11:29:03', 0.6686186369383044)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8517313, '2019-09-09 11:30:41', 0.6591316073783784)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8523680, '2019-09-10 11:30:23', 0.6090936932959804)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8530109, '2019-09-11 11:32:42', 0.6884709708693535)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8536570, '2019-09-12 11:38:51', 0.699636132916115)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8542955, '2019-09-13 11:43:36', 0.6962787488163917)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8549390, '2019-09-14 11:44:24', 0.7181133930138313)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8555776, '2019-09-15 11:46:29', 0.6606656242435116)
('0xdd619667be721974a21b22bf5e7d54e51adf9c01', '0xea674fdde714fd979de3edf0f56aa9716b898ec8', 8562187, '2019-09-16 11:46:37', 0.6882248561402109)
